Uber Distance (mi),cab_type,time_stamp,destination,source,Uber Price,Uber Surge Multiplier,id,product_id,name
2.98,Uber,1.54386E+12,Theatre District,Boston University,36.5,1,77d96962-6987-4634-b678-4db8294da34a,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
2.98,Uber,1.54502E+12,Theatre District,Boston University,9,1,7f6593a1-17a5-4057-82a6-4574356f65a2,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
2.98,Uber,1.54353E+12,Theatre District,Boston University,,1,fb4f5e92-8d63-4d92-806b-3f53af5c510c,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
2.98,Uber,1.54345E+12,Theatre District,Boston University,11.5,1,fd705f32-5109-4cc3-a7f1-cc85c3b72793,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
1.23,Uber,1.5434E+12,North End,West End,,1,1e124ecd-df43-4896-a05b-713f8ae521cc,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
1.23,Uber,1.54383E+12,North End,West End,17,1,346d9cce-7cf2-4cb2-80c2-8f66b270b0fd,6c84fd89-3f11-4782-9b50-97c468b19529,Black
1.23,Uber,1.54488E+12,North End,West End,26,1,4f35de7c-aaf6-4f8b-990b-06522c3809a1,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
1.23,Uber,1.54487E+12,North End,West End,7.5,1,6013c07a-9077-4f82-9589-0962e17b4a9b,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
1.23,Uber,1.54494E+12,North End,West End,6.5,1,a14692d2-3a91-4d8f-a038-6734d4f6a4e3,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
1.23,Uber,1.54329E+12,North End,West End,12.5,1,b0ed2e45-f1f8-4baa-8298-84b5a95dda83,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
1.23,Uber,1.54476E+12,North End,West End,7.5,1,f4008790-52c7-4bd0-922b-bd919e1125af,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
2.48,Uber,1.545E+12,South Station,Beacon Hill,20.5,1,11510e5f-72ee-4546-93c3-a91790cea6aa,6c84fd89-3f11-4782-9b50-97c468b19529,Black
2.48,Uber,1.54343E+12,South Station,Beacon Hill,,1,a5d90169-82e4-4b23-9e12-ecf0fd671636,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
2.48,Uber,1.54329E+12,South Station,Beacon Hill,15,1,a90a0db4-d216-440d-ba16-d3dc9f9ab3eb,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
2.48,Uber,1.54391E+12,South Station,Beacon Hill,9.5,1,da001623-3cda-487f-8e37-016b90defae3,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
2.3,Uber,1.54324E+12,Back Bay,Haymarket Square,22,1,260704df-4d48-4871-a53e-931218474a39,6c84fd89-3f11-4782-9b50-97c468b19529,Black
2.3,Uber,1.54469E+12,Back Bay,Haymarket Square,9.5,1,2c1c76e5-b909-403b-915f-fe0483b37d91,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
2.3,Uber,1.54329E+12,Back Bay,Haymarket Square,16,1,3a95c9a2-89fb-4b23-b890-d5e323afc0c1,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
2.3,Uber,1.54341E+12,Back Bay,Haymarket Square,9.5,1,52b87d40-02ed-41a0-b6c9-e790e5f986e5,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
2.3,Uber,1.54481E+12,Back Bay,Haymarket Square,,1,6839cce2-1140-4796-bf2c-cadffed48db1,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
2.3,Uber,1.54344E+12,Back Bay,Haymarket Square,10,1,8632f319-6085-404b-9f61-2315c4a32ce0,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
2.3,Uber,1.5434E+12,Back Bay,Haymarket Square,30.5,1,fd659c1a-69fe-42a9-bec7-2e8fb40c2125,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
2.98,Uber,1.54503E+12,Theatre District,Boston University,24,1,0c4e2859-0821-4446-986a-56691d48578d,6c84fd89-3f11-4782-9b50-97c468b19529,Black
2.98,Uber,1.54335E+12,Theatre District,Boston University,8,1,1ee788d9-97b5-4954-a34b-67d04384bf2e,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
2.98,Uber,1.54336E+12,Theatre District,Boston University,9.5,1,455ae59f-947f-4adc-8976-7eccf22ad531,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
2.98,Uber,1.54328E+12,Theatre District,Boston University,16,1,8667c313-1912-4188-a69e-89ec8784d740,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
2.98,Uber,1.54468E+12,Theatre District,Boston University,,1,c6339fd0-4698-424c-89b6-fd9defa0a805,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
2.98,Uber,1.54328E+12,Theatre District,Boston University,9.5,1,dee5434c-a5ae-4c71-8ede-27d6475863f5,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
2.98,Uber,1.54335E+12,Theatre District,Boston University,32,1,e9e9cf1a-01b8-49d2-998c-753864d564fe,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
1.04,Uber,1.5449E+12,Financial District,North End,16,1,1172bb02-a996-4ba4-8f51-2834a3bb78c9,6c84fd89-3f11-4782-9b50-97c468b19529,Black
1.04,Uber,1.54473E+12,Financial District,North End,26,1,2da28fb4-5ef5-47f5-8413-41722e4c1877,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
1.04,Uber,1.54389E+12,Financial District,North End,8,1,3791276e-4d82-47de-8031-74cdf202bc2e,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
1.04,Uber,1.5434E+12,Financial District,North End,8,1,480ec23c-47e6-4984-a1d0-118f7728a057,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
1.04,Uber,1.54499E+12,Financial District,North End,12,1,6d089e66-2ecb-479f-a0e3-394a6abd676d,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
1.04,Uber,1.54362E+12,Financial District,North End,5.5,1,968e4044-711c-4a93-b74d-c185b2e1a6a3,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
1.04,Uber,1.54364E+12,Financial District,North End,,1,bd2fb9bc-518f-4820-be20-700fed555ed5,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
1.34,Uber,1.54331E+12,Financial District,North End,9,1,274b421e-e71f-48eb-a505-550461374821,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
1.34,Uber,1.54336E+12,Financial District,North End,27,1,40b819bb-84e8-45f2-85e7-6df0e1b78a7a,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
1.34,Uber,1.54486E+12,Financial District,North End,9,1,7bb79c4b-18e3-4106-b55f-1c7369959947,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
1.34,Uber,1.5435E+12,Financial District,North End,7.5,1,c44d656c-0781-44ae-ae7e-b8d163b102ab,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
1.34,Uber,1.54348E+12,Financial District,North End,16,1,e7bfdd2c-25c5-42f1-a65a-61628f0219d5,6c84fd89-3f11-4782-9b50-97c468b19529,Black
1.34,Uber,1.54345E+12,Financial District,North End,12.5,1,eb745b2d-b4d1-4cfc-9dfa-0a1fc8cdd24d,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
1.34,Uber,1.54326E+12,Financial District,North End,,1,f2e27099-640a-4573-ba66-1ecbfc39d314,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
0.55,Uber,1.54371E+12,South Station,Theatre District,15.5,1,0a504548-6971-41b5-94e6-f25757ea74ca,6c84fd89-3f11-4782-9b50-97c468b19529,Black
0.55,Uber,1.54328E+12,South Station,Theatre District,27,1,1b95c9ae-a54a-4afd-ba24-e4686f10768c,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
0.55,Uber,1.54473E+12,South Station,Theatre District,7,1,31d63e0a-98f1-4cb8-8a85-16d3e39f2eac,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
0.55,Uber,1.54501E+12,South Station,Theatre District,,1,38d9c86b-855d-4f5a-a90e-423448f52230,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
0.55,Uber,1.54355E+12,South Station,Theatre District,11.5,1,6e7c6379-f92a-43c4-9a96-e9c447625a26,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
0.55,Uber,1.54358E+12,South Station,Theatre District,7,1,aac340de-5c87-4d01-8022-0d6c8a05c1e3,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
0.55,Uber,1.5436E+12,South Station,Theatre District,7,1,cd0c73b1-6441-4c0d-a033-f3397214062c,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
2.79,Uber,1.54388E+12,Beacon Hill,Boston University,19.5,1,2a241984-3109-4fdf-a36d-bd2e55102a9d,6c84fd89-3f11-4782-9b50-97c468b19529,Black
2.79,Uber,1.54356E+12,Beacon Hill,Boston University,33,1,70ec9862-4ae3-4b4a-84b6-5114b2a6bdf1,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
2.79,Uber,1.54346E+12,Beacon Hill,Boston University,8,1,8c2e0748-76b3-49db-aa1a-99ffc8ebced1,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
2.79,Uber,1.5434E+12,Beacon Hill,Boston University,8.5,1,90bd8150-668e-4616-8e21-7c2d89c0b8ff,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
2.79,Uber,1.54496E+12,Beacon Hill,Boston University,8.5,1,a4b9c6c7-214c-42d2-8ab2-25be67885638,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
2.79,Uber,1.54377E+12,Beacon Hill,Boston University,16.5,1,a4f7ae34-6680-4ae7-bc4b-b2bb93d46404,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
2.79,Uber,1.54496E+12,Beacon Hill,Boston University,,1,b3eb2ba8-27b3-4c19-b83d-2011ae7baf78,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
4.48,Uber,1.54367E+12,Fenway,Financial District,13,1,265f8323-de0b-425d-b255-fd88fde093bd,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
4.48,Uber,1.54483E+12,Fenway,Financial District,37,1,4e843780-954c-4937-85df-f2d752373579,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
4.48,Uber,1.54333E+12,Fenway,Financial District,13,1,7abc0aa6-5d49-443e-ad4d-f8033651cc37,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
4.48,Uber,1.5434E+12,Fenway,Financial District,29.5,1,7f02163e-d0b2-4fcb-83f2-0fe55c4828fa,6c84fd89-3f11-4782-9b50-97c468b19529,Black
4.48,Uber,1.54477E+12,Fenway,Financial District,12,1,9b04712b-2ece-415e-a9c4-a0629fb4b6fb,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
4.48,Uber,1.54468E+12,Fenway,Financial District,,1,a058d090-dce0-4a84-b311-f5e231a656cb,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
4.48,Uber,1.54515E+12,Fenway,Financial District,22,1,cca686f1-8c80-4032-85aa-d62289f08e6f,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
2.98,Uber,1.54478E+12,Theatre District,Boston University,10.5,1,46ebe01e-9f17-4473-9313-5129dd77dc1e,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
2.98,Uber,1.54479E+12,Theatre District,Boston University,11,1,49ed4c19-fa07-4b92-80aa-78f5024611a0,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
2.98,Uber,1.54483E+12,Theatre District,Boston University,10.5,1,6badb9b6-2466-4b70-bb80-2b27eeb35dbc,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
2.98,Uber,1.54489E+12,Theatre District,Boston University,22,1,817dbf78-4297-456e-9054-7ca10460ab2c,6c84fd89-3f11-4782-9b50-97c468b19529,Black
2.98,Uber,1.54384E+12,Theatre District,Boston University,17,1,9a07bbd9-1f90-49b0-8074-3b0f83ae6163,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
2.98,Uber,1.54441E+12,Theatre District,Boston University,,1,bfb4d39b-2207-4716-bea8-9ccec62e2711,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
2.98,Uber,1.54366E+12,Theatre District,Boston University,31.5,1,fdb8fb95-1c05-462a-8e7e-668ed0d25670,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
2.66,Uber,1.54344E+12,Theatre District,Fenway,9.5,1,5286effa-8f07-4ae6-8da4-1f75a5926211,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
2.66,Uber,1.54362E+12,Theatre District,Fenway,10,1,d5d1a6b7-0741-451a-8015-d61394b30b67,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
7.46,Uber,1.54385E+12,Northeastern University,Financial District,16,1,002fe4a1-4c32-4b64-acef-0d002b244609,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
7.46,Uber,1.54468E+12,Northeastern University,Financial District,15.5,1,2153a433-0e0b-42bf-92fc-a0951104767c,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
7.46,Uber,1.54508E+12,Northeastern University,Financial District,38.5,1,504d10de-add4-4c4c-965b-4ada9deefa99,6c84fd89-3f11-4782-9b50-97c468b19529,Black
7.46,Uber,1.54485E+12,Northeastern University,Financial District,16,1,68d6dc34-c0b1-46ea-b2db-bacdab982b00,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
7.46,Uber,1.5447E+12,Northeastern University,Financial District,46.5,1,8f4f9b67-24ad-48ad-be98-86946181dc08,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
7.46,Uber,1.54496E+12,Northeastern University,Financial District,28.5,1,927fd827-b1a2-4206-b67b-d31dd6b0cac4,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
7.46,Uber,1.54329E+12,Northeastern University,Financial District,,1,be1fb179-4b94-43d0-8e60-1d5ebafff23d,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
2.35,Uber,1.54351E+12,Haymarket Square,Back Bay,9.5,1,3411145a-f772-449b-8df2-868bd0ed8be6,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
2.35,Uber,1.5447E+12,Haymarket Square,Back Bay,9.5,1,3862cd83-3a29-4fe3-9130-9cf5395b3f16,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
2.35,Uber,1.54334E+12,Haymarket Square,Back Bay,20.5,1,4f987c37-f62f-46d5-9e7f-0c13c37c8097,6c84fd89-3f11-4782-9b50-97c468b19529,Black
2.35,Uber,1.5448E+12,Haymarket Square,Back Bay,29.5,1,8ca6b5f6-6a39-47d0-8fcd-fe470a3a0554,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
2.35,Uber,1.54329E+12,Haymarket Square,Back Bay,,1,a8f92f0e-8fec-4e65-9bda-612cfd3d2fa0,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
2.35,Uber,1.54344E+12,Haymarket Square,Back Bay,8,1,e2076f9f-811d-4fa5-85e9-bc565b58a910,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
2.35,Uber,1.5451E+12,Haymarket Square,Back Bay,14,1,e7a97b67-9845-44fa-b300-35229714ba33,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
2.72,Uber,1.54381E+12,West End,Fenway,32,1,0fa7838e-10ff-484e-9e18-502581eb9b1f,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
2.72,Uber,1.54385E+12,West End,Fenway,,1,140c16f4-c93e-4601-a7bd-89da53b2d033,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
2.72,Uber,1.54328E+12,West End,Fenway,16,1,309da36c-8de7-472b-880d-4f198603ce7b,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
2.72,Uber,1.54377E+12,West End,Fenway,9.5,1,55a874ec-b30e-4067-88d3-efc7551f2f20,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
2.72,Uber,1.54345E+12,West End,Fenway,24,1,6b0b0726-dad8-447d-af70-01239152a8e2,6c84fd89-3f11-4782-9b50-97c468b19529,Black
2.72,Uber,1.54388E+12,West End,Fenway,9.5,1,cbed91fe-29b2-46fa-b55d-6440a7cb304d,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
2.72,Uber,1.54376E+12,West End,Fenway,10,1,f9130f84-6e62-40d7-a7a2-c43e865d5bd0,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
2.32,Uber,1.5439E+12,Fenway,Beacon Hill,15,1,16844e7d-5180-4ce0-8e05-a22040ba58a0,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
2.32,Uber,1.54483E+12,Fenway,Beacon Hill,9.5,1,270c045b-c6f8-471f-9598-1251fbe6dcc1,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
2.32,Uber,1.54378E+12,Fenway,Beacon Hill,9.5,1,41a67833-aa77-4073-84da-b4523c77ca2c,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
2.32,Uber,1.54329E+12,Fenway,Beacon Hill,8,1,585a0916-c98e-4207-9c31-373c95d66e78,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
2.32,Uber,1.5444E+12,Fenway,Beacon Hill,26.5,1,5a2a5bf4-8622-4716-98c5-94a2e562d154,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
2.32,Uber,1.54329E+12,Fenway,Beacon Hill,19.5,1,68dcbc44-3e93-42cc-b1c4-af33ea4dc0a5,6c84fd89-3f11-4782-9b50-97c468b19529,Black
2.32,Uber,1.5434E+12,Fenway,Beacon Hill,,1,ef8d7027-466f-4031-afa0-baedc55795c3,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
4.4,Uber,1.54332E+12,Financial District,Fenway,11,1,3f6c5bd9-9ee2-4f96-b93d-296149b5caed,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
4.4,Uber,1.54512E+12,Financial District,Fenway,19.5,1,42ed88bb-d95b-4759-93db-57ac0191fdeb,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
4.4,Uber,1.54388E+12,Financial District,Fenway,,1,4e051d2f-6bb1-46ce-aa39-e2731045d594,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
4.4,Uber,1.54509E+12,Financial District,Fenway,29.5,1,4e399b2e-8893-42e9-9168-481677a20208,6c84fd89-3f11-4782-9b50-97c468b19529,Black
4.4,Uber,1.54322E+12,Financial District,Fenway,11,1,7e0273a9-f0cd-485a-8b7a-bc48b2f03a46,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
4.4,Uber,1.5451E+12,Financial District,Fenway,37.5,1,998c49cd-a9f7-40c9-b8fb-40997a9b6e58,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
4.4,Uber,1.5449E+12,Financial District,Fenway,9,1,d26122f4-1289-4877-90e7-53f91f8e2ed9,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
2.72,Uber,1.54387E+12,West End,Fenway,13.5,1,4e7b3375-9a68-475a-aea0-1f3e9d67de9e,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
2.72,Uber,1.54495E+12,West End,Fenway,23,1,a3503df8-d1a8-4c30-83f9-db147a04b485,6c84fd89-3f11-4782-9b50-97c468b19529,Black
2.72,Uber,1.54509E+12,West End,Fenway,24.5,1,aba158f9-c82a-48f4-8abc-8df9f39701e1,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
2.72,Uber,1.54365E+12,West End,Fenway,31,1,caa0d42e-6bf0-46a4-aa6d-62a6c7cda62a,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
2.72,Uber,1.54342E+12,West End,Fenway,,1,d28c0036-d457-427a-adef-f90496cfbc7c,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
2.72,Uber,1.54355E+12,West End,Fenway,14,1,f4175ae3-486a-423e-ba65-cec4d430c12f,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
2.72,Uber,1.54514E+12,West End,Fenway,14,1,fd03b679-79eb-42b6-8f35-77e7323b46ce,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
0.55,Uber,1.54354E+12,South Station,Theatre District,7,1,5a407d74-23a1-48e9-adb8-d38838cf6033,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
0.55,Uber,1.54344E+12,South Station,Theatre District,15,1,97f1e2f3-7c3b-4533-9668-019c49c1d342,6c84fd89-3f11-4782-9b50-97c468b19529,Black
0.55,Uber,1.5438E+12,South Station,Theatre District,27.5,1,99d0bd76-9a3f-439c-ab47-41511c3513f0,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
0.55,Uber,1.5449E+12,South Station,Theatre District,7,1,9b1dcbcc-750f-4fd4-9815-ec4ecbb0ffd1,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
0.55,Uber,1.54336E+12,South Station,Theatre District,9,1,a51d068a-6ba4-4af3-9096-21c3e350c71a,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
0.55,Uber,1.54345E+12,South Station,Theatre District,,1,c69b513d-fb8d-40d1-96c9-6d25acaa9a43,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
0.55,Uber,1.5434E+12,South Station,Theatre District,7,1,d511a5d1-bb22-4ee9-a052-219794821bbb,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
1.97,Uber,1.54342E+12,Northeastern University,Beacon Hill,8.5,1,1c24d071-230c-4a7b-bdf6-2c50f2d904da,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
1.97,Uber,1.54474E+12,Northeastern University,Beacon Hill,19.5,1,38650943-9abe-4202-b9f1-fd678ffffe75,6c84fd89-3f11-4782-9b50-97c468b19529,Black
1.97,Uber,1.54383E+12,Northeastern University,Beacon Hill,15,1,3b09f2ff-8d8e-4ca4-8133-3eab69d3bf61,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
1.97,Uber,1.54341E+12,Northeastern University,Beacon Hill,28.5,1,92db0a65-9076-46fc-a9bf-6e8cbb768a37,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
1.97,Uber,1.54504E+12,Northeastern University,Beacon Hill,8.5,1,9ac23211-46da-4303-94c3-1fc01cdc8bbb,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
1.97,Uber,1.54325E+12,Northeastern University,Beacon Hill,,1,f8e8c3b9-cd07-4284-a223-2b19d175bf18,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
3.07,Uber,1.54348E+12,North Station,Fenway,9,1,0555a50d-0b8c-4ad8-8bad-9f6e65ce51a2,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
3.07,Uber,1.54334E+12,North Station,Fenway,20.5,1,3ea4cd26-130f-4431-aebb-995e47128fb2,6c84fd89-3f11-4782-9b50-97c468b19529,Black
3.07,Uber,1.54485E+12,North Station,Fenway,32.5,1,47d46eab-25e3-44ca-a190-3e895344c721,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
3.07,Uber,1.5448E+12,North Station,Fenway,9.5,1,67b25566-2888-4f52-964b-2ec1567a9be7,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
3.07,Uber,1.54386E+12,North Station,Fenway,18,1,dc0207dd-2eec-4ad2-81b1-5481b1b4d9c4,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
3.07,Uber,1.54376E+12,North Station,Fenway,9.5,1,dd8fd364-0354-4b91-a8e1-e154b4973a0b,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
3.07,Uber,1.54345E+12,North Station,Fenway,,1,f9593c0a-62fa-4cb1-ba61-cb731bbadc96,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
0.49,Uber,1.54374E+12,North Station,Haymarket Square,7.5,1,617d482a-44f0-4f7e-a41c-d66d6a775a06,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
0.49,Uber,1.54346E+12,North Station,Haymarket Square,26,1,66c34fae-dbcf-4753-9602-0d817d9a5987,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
0.49,Uber,1.54514E+12,North Station,Haymarket Square,10.5,1,b9dd35c8-7f48-4830-b2a3-a4f2efb5ee3c,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
0.49,Uber,1.54367E+12,North Station,Haymarket Square,7,1,d4bc588f-02cc-4857-a771-da07d305a186,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
0.49,Uber,1.54388E+12,North Station,Haymarket Square,7,1,d66b4150-a397-4db8-b49c-4a211b1002a8,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
0.49,Uber,1.54355E+12,North Station,Haymarket Square,,1,eb387bc0-9a80-438e-a88b-43a021461576,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
0.49,Uber,1.54325E+12,North Station,Haymarket Square,16,1,ebea5e56-acc6-4b3a-b9c0-690af56538e2,6c84fd89-3f11-4782-9b50-97c468b19529,Black
0.55,Uber,1.54342E+12,South Station,Theatre District,11,1,09e16fca-a8ba-41d6-9396-8d4dc87ddb8d,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
0.55,Uber,1.54331E+12,South Station,Theatre District,,1,45372d00-4772-4174-bd2a-1988e6c8ab52,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
0.55,Uber,1.54489E+12,South Station,Theatre District,7,1,5612121e-3b1f-4e97-a02b-bb2b0c6d9bc9,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
0.55,Uber,1.54354E+12,South Station,Theatre District,26.5,1,5f999a74-126e-4ada-8253-86b9637f6b64,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
0.55,Uber,1.54329E+12,South Station,Theatre District,16,1,979cdf5e-2f93-47c3-9d15-8ddf3f17ce57,6c84fd89-3f11-4782-9b50-97c468b19529,Black
0.55,Uber,1.54352E+12,South Station,Theatre District,7,1,adf9690d-67c0-4cab-a264-b2ed6eb55d53,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
0.55,Uber,1.5438E+12,South Station,Theatre District,6.5,1,aed1c578-1ec1-4b5e-bb29-3821588ce157,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
2.29,Uber,1.54484E+12,North Station,South Station,9.5,1,0862428a-9d24-4503-b622-e776563a8982,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
2.29,Uber,1.54385E+12,North Station,South Station,9.5,1,0b086513-3042-490c-a4c5-4d24dbda209f,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
2.29,Uber,1.54366E+12,North Station,South Station,15,1,251f2645-1cc3-4229-93d5-ddcc0563186a,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
2.29,Uber,1.54333E+12,North Station,South Station,29.5,1,40eee84a-1da6-4ea4-bb68-015190b249c7,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
